# This file was automatically generated:
#	Running: extract-unihan.exe -keyword kCangjie unihan.txt
#	When:              Sun Aug 26 02:35:38 2007
#	Program's author:  Hoc D. Ngo (trichlor@trichlor.org, hoc96@yahoo.com)
#
# Info on original database file:
#
#	@.Master database name: Unihan database
#	@.Unicode version: 5.0.0
#	@.Table version: 1.1
#	@.Date: 7 July 2006
#	@.Info:  http://www.unicode.org/charts/unihan.html
#	@.Download:  ftp://ftp.unicode.org/Public/UNIDATA/unihan.zip
#
# The first column is Unicode codepoint in hexadecimal digits (i.e., U+xxxx)
###############################################################################
U+3400	TM
U+3927	PHMR
U+3928	PTC
U+3929	HERP
U+392A	MNUP
U+392B	KBP
U+392C	PGG
U+392D	PHKL
U+392E	KGP
U+392F	PBCR
U+3930	OSP
U+3931	PMRT
U+3932	KOP
U+3933	PMFR
U+3934	PSJU
U+3935	NKP
U+3936	PIUH
U+3937	POIR
U+3938	PGLC
U+3939	PIJE
U+393A	PYVU
U+393B	HLP
U+393C	PGIS
U+393D	PQKI
U+393E	PBCD
U+393F	PKLU
U+3940	PJBM
U+3941	JWLP
U+3942	PAMI
U+3943	PAN
U+3944	PGCE
U+3945	PBBE
U+3946	PLE
U+3947	PII
U+3948	LRP
U+3949	PYTR
U+394A	PBB
U+394B	OVP
U+394C	PPFD
U+394D	PTMC
U+394E	HHP
U+394F	PTBC
U+3950	OMRP
U+3951	MBP
U+3952	PBD
U+3953	PKMR
U+3954	PYIB
U+3955	FFP
U+3956	BYCIP
U+3957	PAYK
U+3958	PGII
U+3959	PLP
U+395A	PHXO
U+395B	PNEM
U+395C	PWB
U+395D	PNSJ
U+395E	PTPO
U+395F	PVNO
U+3960	PNOB
U+3961	PSPD
U+3962	PTCW
U+3963	KGGP
U+3964	NNP
U+3965	PWLB
U+3966	SOP
U+3967	PMBC
U+3968	VGP
U+3969	PJKA
U+396A	PFDV
U+396B	PYRA
U+396C	PYBS
U+396D	PQKE
U+396E	PPUU
U+396F	BMSP
U+3970	PHXE
U+3971	PSLY
U+3972	JCP
U+3973	PMHF
U+3974	PHYU
U+3975	PWMO
U+3976	JTCP
U+3977	IKOP
U+3978	RPWP
U+3979	FHP
U+397A	PGIT
U+397B	IDP
U+397C	PMYF
U+397D	PQMC
U+397E	PSTR
U+397F	QKP
U+3980	PYHJ
U+3981	YJP
U+3982	FBRBP
U+3983	PYHM
U+3984	IDP
U+3985	PKPB
U+3986	PYPD
U+3987	PIXP
U+3988	PTGT
U+3989	PGBT
U+398A	PTMJ
U+398B	PKJA
U+398C	HUHUP
U+398D	PRRU
U+398E	PLGM
U+398F	PRUC
U+3990	PIPC
U+3991	PNJK
U+3992	PWLR
U+3993	PBKF
U+3994	AKP
U+3995	PNLM
U+3996	PANP
U+3997	PDDF
U+3998	HKP
U+3999	PWBP
U+399A	YJPYJ
U+399B	HCP
U+399C	PTOE
U+399D	BUP
U+399E	GNMP
U+399F	BGP
U+39A0	PTGI
U+39A1	PVID
U+39A2	PHAL
U+39A3	HNP
U+39A4	GTNOP
U+39A5	PJQP
U+39A6	PANU
U+39A7	PHUA
U+39A8	PANW
U+39A9	PNLP
U+39AA	PFFE
U+39AB	PHUC
U+39AC	PWLG
U+39AD	PMBO
U+39AE	IQ
U+39AF	IIM
U+39B0	OOI
U+39B1	MIG
U+39B2	JIHS
U+39B3	JIG
U+39B4	IHER
U+39B5	HDI
U+39B6	IMIG
U+39B7	NBI
U+39B8	YJI
U+39B9	AHI
U+39BA	MII
U+39BB	SAI
U+39BC	QXI
U+39BD	KBIRV
U+39BE	HSPD
U+39BF	ISD
U+39C0	ISNHE
U+39C1	ISGI
U+39C2	HSW
U+39C3	QVL
U+39C4	QU
U+39C5	QSH
U+39C6	QLB
U+39C7	QBM
U+39C8	QN
U+39C9	QOMN
U+39CA	QJB
U+39CB	QIK
U+39CC	QHQU
U+39CD	QYHS
U+39CE	QMVH
U+39CF	QBK
U+39D0	QEE
U+39D1	QIKI
U+39D2	QJC
U+39D3	QHVO
U+39D4	QIH
U+39D5	QHHL
U+39D6	QISN
U+39D7	QYMP
U+39D8	YPQ
U+39D9	QPH
U+39DA	QMVN
U+39DB	LIQ
U+39DC	QSLB
U+39DD	KRQ
U+39DE	QHKK
U+39DF	QES
U+39E0	QIF
U+39E1	QYVO
U+39E2	QWK
U+39E3	QHJD
U+39E4	QYIU
U+39E5	QHGU
U+39E6	QPA
U+39E7	QYIU
U+39E8	QHMR
U+39E9	QHNB
U+39EA	QNMU
U+39EB	QMBL
U+39EC	MNQ
U+39ED	MLQ
U+39EE	QHX
U+39EF	QJKP
U+39F0	QHVD
U+39F1	ORQ
U+39F2	QJD
U+39F3	QHQ
U+39F4	QHQI
U+39F5	QMFR
U+39F6	QHXH
U+39F7	QMKR
U+39F8	QYRN
U+39F9	QAMI
U+39FA	QEA
U+39FB	QMSO
U+39FC	QQMV
U+39FD	QWJR
U+39FE	QPHP
U+39FF	QOOO
U+3A00	QHDL
U+3A01	QJBM
U+3A02	QDW
U+3A03	QYRD
U+3A04	QBQR
U+3A05	QTOB
U+3A06	QDD
U+3A07	EEQ
U+3A08	QYKL
U+3A09	QRPA
U+3A0A	QKMB
U+3A0B	QJKA
U+3A0C	GQHNE
U+3A0D	GIQ
U+3A0E	QMBK
U+3A0F	QUMF
U+3A10	QORD
U+3A11	QUCE
U+3A12	QKGG
U+3A13	QJCQ
U+3A14	QIHR
U+3A15	QNST
U+3A16	QMGK
U+3A17	QYSO
U+3A18	QFHU
U+3A19	QBVK
U+3A1A	QTPA
U+3A1B	QANO
U+3A1C	QYPK
U+3A1D	QSFB
U+3A1E	QQMF
U+3A1F	QUMT
U+3A20	QBAC
U+3A21	QWMO
U+3A22	QIBP
U+3A23	QCIM
U+3A24	QSOG
U+3A25	QVFB
U+3A26	QOGE
U+3A27	QIKW
U+3A28	QHHW
U+3A29	QING
U+3A2A	QAFU
U+3A2B	QLIT
U+3A2C	QGRV
U+3A2D	QISU
U+3A2E	QHVU
U+3A2F	QYDL
U+3A30	QYCV
U+3A31	QBYR
U+3A32	QTJD
U+3A33	QJKR
U+3A34	QJJN
U+3A35	QTBH
U+3A36	QHAF
U+3A37	QTLM
U+3A38	QJPU
U+3A39	QQJS
U+3A3A	QTLB
U+3A3B	JLQ
U+3A3C	WRQ
U+3A3D	QMWN
U+3A3E	QTGE
U+3A3F	QYPU
U+3A40	QYPK
U+3A41	QJOG
U+3A42	QNBJ
U+3A43	QJTY
U+3A44	QUWP
U+3A45	QMLW
U+3A46	QYFU
U+3A47	QLGM
U+3A48	QJCR
U+3A49	QORM
U+3A4A	QBWI
U+3A4B	QLX
U+3A4C	QLNC
U+3A4D	QHDB
U+3A4E	QABK
U+3A4F	QWGF
U+3A50	QHGI
U+3A51	QMKY
U+3A52	QDDF
U+3A53	HEQ
U+3A54	QSCE
U+3A55	QMBI
U+3A56	QMWM
U+3A57	QUOS
U+3A58	QTGI
U+3A59	QJTG
U+3A5A	QTBO
U+3A5B	QWJI
U+3A5C	QSIT
U+3A5D	QYRO
U+3A5E	QFFD
U+3A5F	QJTD
U+3A60	QIPF
U+3A61	QMRR
U+3A62	QTWI
U+3A63	QSMJ
U+3A64	QISK
U+3A65	QJIM
U+3A66	QOGB
U+3A67	QATE
U+3A68	QQJP
U+3A69	QPEC
U+3A6A	QVFC
U+3A6B	QHLC
U+3A6C	QYMI
U+3A6D	QHBD
U+3A6E	QHCQ
U+3A6F	QOKF
U+3A70	QTRD
U+3A71	QBWI
U+3A72	QTRG
U+3A73	QOGE
U+3A74	QBUG
U+3A75	QYBK
U+3A76	QHMB
U+3A77	QJTF
U+3A78	QWWM
U+3A79	QWWM
U+3A7A	PPJE
U+3A7B	NUJE
U+3A7C	NNJE
U+3A7D	DLJE
U+3A7E	HMJE
U+3A7F	ONOK
U+3A80	MDOK
U+3A81	ONYE
U+3A82	ONYE
U+3A83	MRYE
U+3A84	LNOK
U+3A85	MBYE
U+3A86	HIYE
U+3A87	HUOK
U+3A88	GGYE
U+3A89	OROK
U+3A8A	SRYE
U+3A8B	AJYE
U+3A8C	NBYE
U+3A8D	JDOK
U+3A8E	KOYE
U+3A8F	HJYE
U+3A90	IKYE
U+3A91	KUYE
U+3A92	HUYE
U+3A93	HPYE
U+3A94	DDYE
U+3A95	YJYE
U+3A96	VEYE
U+3A97	YRYE
U+3A98	OOYE
U+3A99	WDOK
U+3A9A	TAOK
U+3A9B	TVYE
U+3A9C	UBYE
U+3A9D	DWYE
U+3A9E	AUYE
U+3A9F	YAOK
U+3AA0	TCYE
U+3AA1	JRYE
U+3AA2	HEYE
U+3AA3	YBOK
U+3AA4	WJOK
U+3AA5	YMYE
U+3AA6	JCHE
U+3AA7	OMYE
U+3AA8	TRYE
U+3AA9	LXYE
U+3AAA	MYYE
U+3AAB	YUYE
U+3AAC	SGYE
U+3AAD	YTYE
U+3AAE	MRYE
U+3AAF	YKQ
U+3AB0	YKFD
U+3AB1	YKNBK
U+3AB2	YJN
U+3AB3	YJR
U+3AB4	MUYJ
U+3AB5	FQYJ
U+3AB6	MAYJ
U+3AB7	MTYJ
U+3AB8	TCYJ
U+3AB9	LVYJ
U+3ABA	KUYJ
U+3ABB	VFYJ
U+3ABC	MRHML
U+3ABD	MAHL
U+3ABE	HRHML
U+3ABF	UUHML
U+3AC0	AAHML
U+3AC1	VUHML
U+3AC2	IFHML
U+3AC3	YSO
U+3AC4	MMPS
U+3AC5	YSOML
U+3AC6	YSOF
U+3AC7	YYN
U+3AC8	YYR
U+3AC9	YSNMU
U+3ACA	YSOMR
U+3ACB	YSOGB
U+3ACC	YSOMM
U+3ACD	YSOOK
U+3ACE	YSOBJ
U+3ACF	YSOMV
U+3AD0	AP
U+3AD1	AKS
U+3AD2	AT
U+3AD3	AON
U+3AD4	AYM
U+3AD5	AMU
U+3AD6	YMA
U+3AD7	AND
U+3AD8	MFA
U+3AD9	AQO
U+3ADA	PHA
U+3ADB	ARHU
U+3ADC	AAM
U+3ADD	AHVI
U+3ADE	AUE
U+3ADF	AHNR
U+3AE0	AFQ
U+3AE1	AHEY
U+3AE2	AGI
U+3AE3	ALWU
U+3AE4	AMNE
U+3AE5	ANIR
U+3AE6	OLHA
U+3AE7	AFD
U+3AE8	AJV
U+3AE9	JTA
U+3AEA	QKLA
U+3AEB	AMTC
U+3AEC	APA
U+3AED	AGDI
U+3AEE	YPA
U+3AEF	AAMU
U+3AF0	AIAV
U+3AF1	AGLC
U+3AF2	AJBD
U+3AF3	MVA
U+3AF4	AJKD
U+3AF5	ALMY
U+3AF6	ASMB
U+3AF7	TCA
U+3AF8	AJLO
U+3AF9	AHSL
U+3AFA	OOA
U+3AFB	AOMB
U+3AFC	AHBN
U+3AFD	AVNE
U+3AFE	AFBR
U+3AFF	AOG
U+3B00	AYRD
U+3B01	AEOR
U+3B02	AWLB
U+3B03	AIRF
U+3B04	AMGC
U+3B05	AWLS
U+3B06	ARPA
U+3B07	ANBK
U+3B08	AABT
U+3B09	AMBK
U+3B0A	ABME
U+3B0B	AONK
U+3B0C	AYAF
U+3B0D	AIBI
U+3B0E	AVIF
U+3B0F	AMRB
U+3B10	AMIA
U+3B11	AYDL
U+3B12	ATIT
U+3B13	AMWF
U+3B14	ASMH
U+3B15	AIFQ
U+3B16	AHKR
U+3B17	ABKF
U+3B18	ALX
U+3B19	AIKF
U+3B1A	AYBK
U+3B1B	AORM
U+3B1C	MGA
U+3B1D	ACWA
U+3B1E	AUAV
U+3B1F	PHCWA
U+3B20	ANKF
U+3B21	AMBI
U+3B22	ATGI
U+3B23	ATGI
U+3B24	AAVF
U+3B25	AUUD
U+3B26	ATOE
U+3B27	AUUF
U+3B28	AGCC
U+3B29	AQJP
U+3B2A	AAAM
U+3B2B	TFA
U+3B2C	ABUG
U+3B2D	ABWI
U+3B2E	ATOG
U+3B2F	AYNQ
U+3B30	LWO
U+3B31	HUA
U+3B32	MKTCT
U+3B33	BOJ
U+3B34	BTC
U+3B35	BYCK
U+3B36	BHQR
U+3B37	BWD
U+3B38	BTOP
U+3B39	BBSD
U+3B3A	BFQB
U+3B3B	BTYU
U+3B3C	KBOAE
U+3B3D	BRRS
U+3B3E	SEB
U+3B3F	BYDK
U+3B40	BHMO
U+3B41	DNHS
U+3B42	DF
U+3B43	DVI
U+3B44	DNJ
U+3B45	DMMM
U+3B46	NSDJ
U+3B47	DIHU
U+3B48	DDK
U+3B49	TD
U+3B4A	DLLL
U+3B4B	DQJ
U+3B4C	DHQ
U+3B4D	IPD
U+3B4E	DBK
U+3B4F	DQS
U+3B50	KDJ
U+3B51	DJD
U+3B52	DRLR
U+3B53	DIT
U+3B54	DHFD
U+3B55	DGI
U+3B56	DOIP
U+3B57	DBT
U+3B58	DOMR
U+3B59	DGDI
U+3B5A	DOHV
U+3B5B	DHHV
U+3B5C	DIJ
U+3B5D	DDKN
U+3B5E	DFHS
U+3B5F	TCD
U+3B60	DHGU
U+3B61	DHWK
U+3B62	DMTN
U+3B63	DLSR
U+3B64	DPYM
U+3B65	DNBO
U+3B66	DJHP
U+3B67	HYD
U+3B68	DMHL
U+3B69	DBDI
U+3B6A	DIJB
U+3B6B	DOOG
U+3B6C	DMSO
U+3B6D	DRSN
U+3B6E	DVVN
U+3B6F	DSJU
U+3B70	YPDB
U+3B71	DSWL
U+3B72	DCOR
U+3B73	DJKD
U+3B74	DLEG
U+3B75	DPW
U+3B76	DTYS
U+3B77	DWKS
U+3B78	DNAI
U+3B79	DNYI
U+3B7A	DKLU
U+3B7B	DFBR
U+3B7C	DEA
U+3B7D	DIHI
U+3B7E	DSUU
U+3B7F	DAHL
U+3B80	DNUE
U+3B81	DKKB
U+3B82	BUKD
U+3B83	DHDV
U+3B84	DMMS
U+3B85	DOG
U+3B86	DOTQ
U+3B87	DMKP
U+3B88	DKMF
U+3B89	DOKT
U+3B8A	DNND
U+3B8B	DKBL
U+3B8C	DMWL
U+3B8D	TBND
U+3B8E	DMFT
U+3B8F	DDMF
U+3B90	DFHU
U+3B91	DHJX
U+3B92	DMWG
U+3B93	DPMM
U+3B94	DHJG
U+3B95	DMBK
U+3B96	DTLJ
U+3B97	NND
U+3B98	DNHK
U+3B99	DRRS
U+3B9A	YWD
U+3B9B	DAMO
U+3B9C	DSVG
U+3B9D	DCRL
U+3B9E	DIOR
U+3B9F	DMRD
U+3BA0	DTBD
U+3BA1	FSD
U+3BA2	DONK
U+3BA3	AUD
U+3BA4	JCORD
U+3BA5	DIKW
U+3BA6	DJBF
U+3BA7	DHRF
U+3BA8	DWCE
U+3BA9	DHUP
U+3BAA	DMND
U+3BAB	DJQR
U+3BAC	DCIM
U+3BAD	DNIW
U+3BAE	DQHQ
U+3BAF	DWMO
U+3BB0	DHWP
U+3BB1	DTHU
U+3BB2	DPUU
U+3BB3	DBTK
U+3BB4	DHXE
U+3BB5	DYSY
U+3BB6	DTUB
U+3BB7	DIUA
U+3BB8	DYTK
U+3BB9	DMGK
U+3BBA	DMRRR
U+3BBB	DEII
U+3BBC	DISM
U+3BBD	DHYE
U+3BBE	IBD
U+3BBF	DWTJ
U+3BC0	DYSO
U+3BC1	DNLR
U+3BC2	DKPB
U+3BC3	DDOE
U+3BC4	DDHMU
U+3BC5	DIHJ
U+3BC6	DYKM
U+3BC7	DLYG
U+3BC8	DYDL
U+3BC9	DYPD
U+3BCA	DMYF
U+3BCB	PDMBC
U+3BCC	DYMO
U+3BCD	DVMI
U+3BCE	DYRD
U+3BCF	GED
U+3BD0	NBD
U+3BD1	DNSV
U+3BD2	DBBU
U+3BD3	DORM
U+3BD4	HUHUD
U+3BD5	DTCL
U+3BD6	DJWP
U+3BD7	DAND
U+3BD8	DGFO
U+3BD9	DYBK
U+3BDA	DHOR
U+3BDB	DGBM
U+3BDC	DTYJ
U+3BDD	DRMR
U+3BDE	DVFB
U+3BDF	DDVNE
U+3BE0	DYVQ
U+3BE1	DEPRU
U+3BE2	DRUC
U+3BE3	DTCD
U+3BE4	DODOO
U+3BE5	DWDW
U+3BE6	DTCD
U+3BE7	DGOR
U+3BE8	DMWD
U+3BE9	EDKN
U+3BEA	DMBI
U+3BEB	DYPO
U+3BEC	DDNKQ
U+3BED	DYPS
U+3BEE	DWLI
U+3BEF	DHEC
U+3BF0	DWLV
U+3BF1	JBOUD
U+3BF2	DDDF
U+3BF3	DTRK
U+3BF4	DTJR
U+3BF5	DTHG
U+3BF6	DUCE
U+3BF7	DOTO
U+3BF8	DLMT
U+3BF9	DMFI
U+3BFA	SWD
U+3BFB	JBMOD
U+3BFC	DTGT
U+3BFD	DJAC
U+3BFE	DYTA
U+3BFF	DVVV
U+3C00	DHHE
U+3C01	DMRR
U+3C02	DJHW
U+3C03	DHBF
U+3C04	DBCI
U+3C05	DYYB
U+3C06	JBLYD
U+3C07	DJIM
U+3C08	DDYJJ
U+3C09	DMGD
U+3C0A	DGGF
U+3C0B	DYHC
U+3C0C	DMBG
U+3C0D	YPD
U+3C0E	DUOS
U+3C0F	DHYB
U+3C10	DNLB
U+3C11	DPPD
U+3C12	DHBD
U+3C13	DSIC
U+3C14	DFFE
U+3C15	DTGS
U+3C16	DSIU
U+3C17	DIHO
U+3C18	DVMT
U+3C19	DTOG
U+3C1A	DYBG
U+3C1B	DTVD
U+3C1C	DPCC
U+3C1D	RUNO
U+3C1E	UNO
U+3C1F	ONNO
U+3C20	YNNO
U+3C21	OLNO
U+3C22	MTNO
U+3C23	YMPNO
U+3C24	MRNO
U+3C25	PTNO
U+3C26	GINO
U+3C27	IRNO
U+3C28	RCNO
U+3C29	LINO
U+3C2A	GGNO
U+3C2B	HUNO
U+3C2C	PANO
U+3C2D	KSNO
U+3C2E	MVNO
U+3C2F	MTNO
U+3C30	KONO
U+3C31	HWNO
U+3C32	IMNO
U+3C33	MMNO
U+3C34	YRNO
U+3C35	YJNO
U+3C36	HRNO
U+3C37	MPNO
U+3C38	OONO
U+3C39	IRNO
U+3C3A	RSSEO
U+3C3B	GTNO
U+3C3C	SONO
U+3C3D	SVNO
U+3C3E	HSNO
U+3C3F	BKNO
U+3C40	PUNO
U+3C41	UFNO
U+3C42	IENO
U+3C43	OWNO
U+3C44	WFNO
U+3C45	GTNO
U+3C46	YTNO
U+3C47	GWNO
U+3C48	DFNO
U+3C49	TDNO
U+3C4A	MENO
U+3C4B	MGNO
U+3C4C	SJNO
U+3C4D	VFYRO
U+3C4E	WFNO
U+3C4F	MMYM
U+3C50	MIMM
U+3C51	YMNI
U+3C52	YMMNR
U+3C53	YMOII
U+3C54	YPNI
U+3C55	YMSMB
U+3C56	YMYOJ
U+3C57	YMHUK
U+3C58	MKYLM
U+3C59	MNMVS
U+3C5A	MNB
U+3C5B	MNMNI
U+3C5C	MNYO
U+3C5D	MPKS
U+3C5E	MNYT
U+3C5F	MNDHE
U+3C60	MNJR
U+3C61	MNHGU
U+3C62	MNIAV
U+3C63	MNBV
U+3C64	MNDHL
U+3C65	MNGCE
U+3C66	MNKMR
U+3C67	MNJNU
U+3C68	MNJMO
U+3C69	MNJNK
U+3C6A	MNRPA
U+3C6B	MNDWF
U+3C6C	MNWMV
U+3C6D	MNHJE
U+3C6E	MNLMO
U+3C6F	MNUMT
U+3C70	MNJYJ
U+3C71	MNHUI
U+3C72	MNTCT
U+3C73	TAKN
U+3C74	MNQMC
U+3C75	MNJTC
U+3C76	MNGTH
U+3C77	MNOGD
U+3C78	MNSRJ
U+3C79	MNMHM
U+3C7A	MNYPT
U+3C7B	MNYNQ
U+3C7C	RUHNE
U+3C7D	LUHNE
U+3C7E	YOHNE
U+3C7F	GBHNE
U+3C80	MVHNE
U+3C81	JMHNE
U+3C82	FBHNE
U+3C83	YPHNE
U+3C84	GGHNE
U+3C85	JRHNE
U+3C86	GEOII
U+3C87	GEHEY
U+3C88	GESHR
U+3C89	GLHNE
U+3C8A	YUHNE
U+3C8B	NRPP
U+3C8C	HUNHS
U+3C8D	JEHQU
U+3C8E	HUHQU
U+3C8F	LLHQU
U+3C90	HUOIN
U+3C91	HUE
U+3C92	PRHQU
U+3C93	HUIHI
U+3C94	YJHQU
U+3C95	BIHQU
U+3C96	FBHQU
U+3C97	BDHQU
U+3C98	BCHQU
U+3C99	HUYIU
U+3C9A	EHHQU
U+3C9B	ORHQU
U+3C9C	FFHQU
U+3C9D	HUOG
U+3C9E	YJHQU
U+3C9F	TKHQU
U+3CA0	JKHQU
U+3CA1	DFHQU
U+3CA2	IBHQU
U+3CA3	HEHQU
U+3CA4	YVHQU
U+3CA5	IRHQU
U+3CA6	JJOHU
U+3CA7	HUEII
U+3CA8	TJHQU
U+3CA9	HUASM
U+3CAA	NTHQU
U+3CAB	TOHQU
U+3CAC	OFHQU
U+3CAD	FFHQU
U+3CAE	HUHOR
U+3CAF	STHQU
U+3CB0	JNHQU
U+3CB1	HUVVV
U+3CB2	WMHQU
U+3CB3	HIHQU
U+3CB4	ONL
U+3CB5	ONFB
U+3CB6	ONYWI
U+3CB7	ONRRJ
U+3CB8	EN
U+3CB9	EHN
U+3CBA	EP
U+3CBB	OE
U+3CBC	EK
U+3CBD	ESHI
U+3CBE	JE
U+3CBF	EI
U+3CC0	EI
U+3CC1	EMO
U+3CC2	ECI
U+3CC3	EKNJ
U+3CC4	ENO
U+3CC5	EMF
U+3CC6	EYJ
U+3CC7	ECK
U+3CC8	EJC
U+3CC9	EB
U+3CCA	EOK
U+3CCB	EOM
U+3CCC	EWL
U+3CCD	EKLB
U+3CCE	EIT
U+3CCF	ELK
U+3CD0	EDU
U+3CD1	EBT
U+3CD2	EKI
U+3CD3	EKR
U+3CD4	EEDI
U+3CD5	ETMM
U+3CD6	EYHV
U+3CD7	EKIG
U+3CD8	EYIU
U+3CD9	EIB
U+3CDA	EIHI
U+3CDB	EHXO
U+3CDC	EOD
U+3CDD	EOHG
U+3CDE	EOL
U+3CDF	TCE
U+3CE0	EYK
U+3CE1	EYDI
U+3CE2	EHKL
U+3CE3	EJKP
U+3CE4	EITI
U+3CE5	EMGT
U+3CE6	EIT
U+3CE7	ESJU
U+3CE8	EVVN
U+3CE9	EMBY
U+3CEA	EMFR
U+3CEB	EHX
U+3CEC	EONO
U+3CED	ERD
U+3CEE	ESE
U+3CEF	EYTJ
U+3CF0	EYIT
U+3CF1	ENLA
U+3CF2	EEKI
U+3CF3	EJRU
U+3CF4	EPHG
U+3CF5	EHDD
U+3CF6	EBDU
U+3CF7	EPHA
U+3CF8	ETOP
U+3CF9	EDMG
U+3CFA	EQOD
U+3CFB	ETA
U+3CFC	IME
U+3CFD	ENNF
U+3CFE	ETGU
U+3CFF	EYID
U+3D00	ETHO
U+3D01	EHKT
U+3D02	EMGB
U+3D03	EISE
U+3D04	EWCR
U+3D05	EWCR
U+3D06	ESMB
U+3D07	EEE
U+3D08	EOMU
U+3D09	EIIM
U+3D0A	ETUN
U+3D0B	ELX
U+3D0C	EVJR
U+3D0D	ENNO
U+3D0E	EKMF
U+3D0F	EJCG
U+3D10	EBUS
U+3D11	EITU
U+3D12	EYCT
U+3D13	EWP
U+3D14	ENSP
U+3D15	ETHD
U+3D16	ETLJ
U+3D17	EMWV
U+3D18	EABU
U+3D19	EHJX
U+3D1A	ETPO
U+3D1B	EMGK
U+3D1C	EISB
U+3D1D	HNOE
U+3D1E	EBLA
U+3D1F	EMAD
U+3D20	EUNE
U+3D21	EHDA
U+3D22	EEOL
U+3D23	EEKN
U+3D24	EDYG
U+3D25	EUFB
U+3D26	EJRR
U+3D27	EHUP
U+3D28	EBTK
U+3D29	EVVU
U+3D2A	EHUD
U+3D2B	ESRL
U+3D2C	EHHI
U+3D2D	EJCU
U+3D2E	ESFB
U+3D2F	EBPA
U+3D30	EIBP
U+3D31	EJCC
U+3D32	EHYU
U+3D33	EMIH
U+3D34	EVFF
U+3D35	EPHT
U+3D36	EOBG
U+3D37	ESJU
U+3D38	EANO
U+3D39	EYFD
U+3D3A	EEKO
U+3D3B	EMTI
U+3D3C	EJOA
U+3D3D	EHDP
U+3D3E	EJDK
U+3D3F	EMNC
U+3D40	EYSK
U+3D41	ETYU
U+3D42	EITF
U+3D43	ELIP
U+3D44	EIRK
U+3D45	EOIC
U+3D46	EAHR
U+3D47	EHRT
U+3D48	EEVR
U+3D49	EEDD
U+3D4A	EASE
U+3D4B	EWLC
U+3D4C	EHOU
U+3D4D	EANP
U+3D4E	EANB
U+3D4F	ETYJ
U+3D50	EMTO
U+3D51	EKRC
U+3D52	ELNC
U+3D53	EJAO
U+3D54	EKJA
U+3D55	EIIP
U+3D56	EVRF
U+3D57	IFE
U+3D58	EEEE
U+3D59	EGRR
U+3D5A	ECKC
U+3D5B	ETTR
U+3D5C	EEJB
U+3D5D	EYVB
U+3D5E	EHFP
U+3D5F	EHOK
U+3D60	EJCU
U+3D61	EMBU
U+3D62	EMBW
U+3D63	EAVO
U+3D64	ESMO
U+3D65	EJPT
U+3D66	EYKB
U+3D67	ETAV
U+3D68	SJE
U+3D69	ETPD
U+3D6A	ETGO
U+3D6B	ENDA
U+3D6C	EBNT
U+3D6D	EJAF
U+3D6E	EKTQ
U+3D6F	EHNF
U+3D70	EHXC
U+3D71	EMFI
U+3D72	EOTQ
U+3D73	EJSH
U+3D74	EIMS
U+3D75	ESEO
U+3D76	EJIG
U+3D77	YJEYJ
U+3D78	EOMB
U+3D79	EUTK
U+3D7A	EHHJ
U+3D7B	EBHE
U+3D7C	EBHF
U+3D7D	EWWW
U+3D7E	EQBU
U+3D7F	EHAA
U+3D80	EBSH
U+3D81	EBIU
U+3D82	EETC
U+3D83	EEOF
U+3D84	EANX
U+3D85	EHBD
U+3D86	EYRA
U+3D87	EDTC
U+3D88	EFFI
U+3D89	EBKM
U+3D8A	ESLC
U+3D8B	ETOM
U+3D8C	ESJT
U+3D8D	ENFQ
U+3D8E	EYWV
U+3D8F	ENLP
U+3D90	EIOP
U+3D91	EOOO
U+3D92	EANF
U+3D93	ETIS
U+3D94	EWLK
U+3D95	EHAA
U+3D96	EOLF
U+3D97	OFHAE
U+3D98	EHMJ
U+3D99	EETM
U+3D9A	EMWB
U+3D9B	EYSC
U+3D9C	ESTN
U+3D9D	EEIP
U+3D9E	EAYV
U+3D9F	EWWF
U+3DA0	ESFJ
U+3DA1	HNF
U+3DA2	FKN
U+3DA3	MJF
U+3DA4	FNI
U+3DA5	FMJ
U+3DA6	FNIN
U+3DA7	FOB
U+3DA8	MFF
U+3DA9	FLBU
U+3DAA	MFF
U+3DAB	KCF
U+3DAC	FDJ
U+3DAD	FVIS
U+3DAE	MBF
U+3DAF	FHHL
U+3DB0	FTM
U+3DB1	FDM
U+3DB2	FBQ
U+3DB3	LQF
U+3DB4	FNIN
U+3DB5	OGF
U+3DB6	FHBV
U+3DB7	FPA
U+3DB8	FKSS
U+3DB9	FME
U+3DBA	FMKR
U+3DBB	HEQJF
U+3DBC	FIOK
U+3DBD	FROB
U+3DBE	MWMF
U+3DBF	FJBD
U+3DC0	FFNJ
U+3DC1	FNIB
U+3DC2	SEF
U+3DC3	FSMV
U+3DC4	FWD
U+3DC5	SEF
U+3DC6	FHRJ
U+3DC7	NNKF
U+3DC8	FKLU
U+3DC9	SFDI
U+3DCA	DDF
U+3DCB	FFF
U+3DCC	FSMB
U+3DCD	FOMB
U+3DCE	FAPV
U+3DCF	HJF
U+3DD0	FHXG
U+3DD1	FMWG
U+3DD2	FWLB
U+3DD3	FPKP
U+3DD4	FBLA
U+3DD5	TWF
U+3DD6	AFSHR
U+3DD7	LUF
U+3DD8	FIRD
U+3DD9	FTBN
U+3DDA	FYRN
U+3DDB	ODF
U+3DDC	FYCK
U+3DDD	FJCK
U+3DDE	FMAD
U+3DDF	FYHR
U+3DE0	FFNIQ
U+3DE1	BSF
U+3DE2	TQMF
